,Narrative,document number
6307,30.0,03-0479
6308,14.0,03-0481
6309,-1.0,03-0482
6310,-1.0,03-0483
6311,2.0,03-0484
6312,-1.0,03-0485
6313,-1.0,03-0486
6314,-1.0,03-0487
6315,0.0,03-0488
6316,17.0,03-0489
6317,22.0,03-0491
6318,-1.0,03-0492
6319,22.0,03-0493
6320,-1.0,03-0494
6321,-1.0,03-0495
6322,13.0,03-0496
6323,0.0,03-0497
6324,76.0,03-0498
6325,-1.0,03-0499
6326,35.0,03-0501
6327,-1.0,03-0502
6328,-1.0,03-0503
6329,-1.0,03-0504
6330,26.0,03-0505
6331,14.0,03-0506
6332,95.0,03-0507
6333,-1.0,03-0508
6334,-1.0,03-0509
6335,-1.0,03-0511
6336,7.0,03-0512
6337,-1.0,03-0513
6338,64.0,03-0514
6339,0.0,03-0515
6340,63.0,03-0516
6341,13.0,03-0517
6342,-1.0,03-0518
6343,2.0,03-0519
6344,0.0,03-0521
6345,49.0,03-0522
6346,-1.0,03-0523
6347,-1.0,03-0524
6348,-1.0,03-0525
6349,29.0,03-0526
6350,-1.0,03-0527
6351,-1.0,03-0528
6352,48.0,03-0529
6353,18.0,03-0531
6354,13.0,03-0532
6355,4.0,03-0533
6356,55.0,03-0534
6357,62.0,03-0535
6358,75.0,03-0536
6359,6.0,03-0537
6360,-1.0,03-0538
6361,-1.0,03-0539
6362,-1.0,03-0541
6363,10.0,03-0542
6364,6.0,03-0543
6365,14.0,03-0544
6366,-1.0,03-0545
6367,2.0,03-0546
6368,-1.0,03-0547
6369,25.0,03-0548
6370,11.0,03-0549
6371,-1.0,03-0551
6372,11.0,03-0552
6373,3.0,03-0553
6374,3.0,03-0554
6375,32.0,03-0555
6376,17.0,03-0556
6377,26.0,03-0557
6378,21.0,03-0558
6379,-1.0,03-0559
6380,-1.0,03-0561
6381,-1.0,03-0562
6382,38.0,03-0563
6383,-1.0,03-0564
6384,-1.0,03-0565
6385,7.0,03-0566
6386,-1.0,03-0567
6387,11.0,03-0568
6388,-1.0,03-0569
6389,-1.0,03-0571
6390,36.0,03-0572
6391,1.0,03-0573
6392,90.0,03-0574
6393,70.0,03-0575
6394,-1.0,03-0576
6395,56.0,03-0577
6396,7.0,03-0578
6397,16.0,03-0579
6398,-1.0,03-0581
6399,35.0,03-0582
6400,0.0,03-0583
6401,3.0,03-0584
6402,-1.0,03-0585
6403,0.0,03-0586
6404,-1.0,03-0588
6405,-1.0,03-0589
6406,73.0,03-0591
6407,-1.0,03-0592
6408,-1.0,03-0593
6409,-1.0,03-0594
6410,4.0,03-0595
6411,2.0,03-0596
6412,-1.0,03-0597
6413,-1.0,03-0598
6414,-1.0,03-0599
6415,20.0,03-0601
6416,33.0,03-0602
6417,2.0,03-0603
6418,-1.0,03-0604
6419,-1.0,03-0605
6420,-1.0,03-0606
6421,12.0,03-0607
6422,2.0,03-0608
6423,-1.0,03-0609
6424,-1.0,03-0611
6425,70.0,03-0612
6426,-1.0,03-0613
6427,-1.0,03-0614
6428,-1.0,03-0615
6429,-1.0,03-0616
6430,80.0,03-0617
6431,12.0,03-0618
6432,98.0,03-0619
6433,26.0,03-0621
6434,7.0,03-0622
6435,-1.0,03-0623
6436,-1.0,03-0624
6437,-1.0,03-0625
6438,-1.0,03-0626
6439,-1.0,03-0627
6440,-1.0,03-0628
6441,-1.0,03-0629
6442,27.0,03-0631
6443,14.0,03-0632
6444,-1.0,03-0633
6445,-1.0,03-0634
6446,7.0,03-0635
6447,-1.0,03-0636
6448,2.0,03-0637
6449,14.0,03-0638
6450,39.0,03-0639
6451,-1.0,03-0641
6452,1.0,03-0642
6453,-1.0,03-0643
6454,0.0,03-0644
6455,17.0,03-0645
6456,4.0,03-0646
6457,-1.0,03-0647
6458,-1.0,03-0648
6459,11.0,03-0649
6460,2.0,03-0651
6461,-1.0,03-0652
6462,24.0,03-0653
6463,53.0,03-0654
6464,-1.0,03-0655
6465,0.0,03-0656
6466,-1.0,03-0657
6467,4.0,03-0658
6468,42.0,03-0659
6469,34.0,03-0661
6470,-1.0,03-0662
6471,8.0,03-0663
6472,-1.0,03-0664
6473,0.0,03-0665
6474,47.0,03-0666
6475,-1.0,03-0667
6476,-1.0,03-0668
6477,-1.0,03-0669
6478,21.0,03-0671
6479,-1.0,03-0672
6480,2.0,03-0673
6481,0.0,03-0674
6482,-1.0,03-0675
6483,-1.0,03-0676
6484,47.0,03-0677
6485,-1.0,03-0678
6486,27.0,03-0679
6487,52.0,03-0681
6488,0.0,03-0682
6489,14.0,03-0683
6490,14.0,03-0684
6491,6.0,03-0685
6492,14.0,03-0686
6493,12.0,03-0687
6494,-1.0,03-0688
6495,0.0,03-0689
6496,-1.0,03-0691
6497,4.0,03-0692
6498,35.0,03-0693
6499,22.0,03-0694
6500,61.0,03-0695
6501,-1.0,03-0696
6502,-1.0,03-0697
6503,27.0,03-0698
6504,1.0,03-0699
6505,-1.0,03-0701
6506,2.0,03-0702
6507,-1.0,03-0703
6508,-1.0,03-0704
6509,-1.0,03-0705
6510,14.0,03-0706
6511,3.0,03-0707
6512,-1.0,03-0708
6513,4.0,03-0709
6514,8.0,03-0711
6515,0.0,03-0712
6516,-1.0,03-0713
6517,8.0,03-0714
6518,4.0,03-0715
6519,1.0,03-0716
6520,19.0,03-0717
6521,14.0,03-0718
6522,22.0,03-0719
6523,33.0,03-0721
6524,1.0,03-0722
6525,8.0,03-0723
6526,27.0,03-0724
6527,39.0,03-0725
6528,11.0,03-0726
6529,45.0,03-0727
6530,0.0,03-0728
6531,0.0,03-0729
6532,21.0,03-0731
6533,-1.0,03-0732
6534,14.0,03-0733
6535,-1.0,03-0734
6536,15.0,03-0735
6537,0.0,03-0736
6538,73.0,03-0737
6539,49.0,03-0738
6540,5.0,03-0739
6541,5.0,03-0741
6542,-1.0,03-0742
6543,90.0,03-0743
6544,36.0,03-0744
6545,-1.0,03-0745
6546,56.0,03-0746
6547,30.0,03-0747
6548,4.0,03-0748
6549,-1.0,03-0749
6550,-1.0,03-0751
6551,-1.0,03-0752
6552,6.0,03-0753
6553,-1.0,03-0754
6554,75.0,03-0755
6555,-1.0,03-0756
6556,0.0,03-0757
6557,0.0,03-0758
6558,7.0,03-0759
6559,-1.0,03-0761
6560,-1.0,03-0762
6561,8.0,03-0763
6562,10.0,03-0764
6563,38.0,03-0765
6564,85.0,03-0766
6565,-1.0,03-0767
6566,0.0,03-0768
6567,1.0,03-0769
6568,38.0,03-0771
6569,75.0,03-0772
6570,-1.0,03-0773
6571,-1.0,03-0774
6572,8.0,03-0775
6573,3.0,03-0776
6574,-1.0,03-0777
6575,26.0,03-0778
6576,27.0,03-0779
6577,-1.0,03-0781
6578,0.0,03-0782
6579,-1.0,03-0783
6580,8.0,03-0784
6581,-1.0,03-0785
6582,16.0,03-0786
6583,38.0,03-0787
6584,4.0,03-0788
6585,2.0,03-0789
6586,39.0,03-0791
6587,3.0,03-0792
6588,90.0,03-0793
6589,27.0,03-0794
6590,-1.0,03-0795
6591,3.0,03-0796
6592,-1.0,03-0797
6593,-1.0,03-0798
6594,38.0,03-0799
6595,-1.0,03-0801
6596,27.0,03-0802
6597,-1.0,03-0803
6598,-1.0,03-0804
6599,0.0,03-0805
6600,15.0,03-0806
6601,-1.0,03-0807
6602,-1.0,03-0808
6603,1.0,03-0809
6604,-1.0,03-0811
6605,-1.0,03-0812
6606,-1.0,03-0813
6607,-1.0,03-0814
6608,0.0,03-0815
6609,2.0,03-0816
6610,-1.0,03-0817
6611,-1.0,03-0818
6612,2.0,03-0819
6613,49.0,03-0821
6614,5.0,03-0822
6615,55.0,03-0823
6616,-1.0,03-0824
6617,-1.0,03-0825
6618,2.0,03-0826
6619,10.0,03-0827
6620,-1.0,03-0828
6621,5.0,03-0829
6622,10.0,03-0831
6623,58.0,03-0832
6624,-1.0,03-0833
6625,67.0,03-0834
6626,15.0,03-0835
6627,10.0,03-0836
6628,-1.0,03-0837
6629,27.0,03-0838
6630,-1.0,03-0839
6631,-1.0,03-0841
6632,37.0,03-0842
6633,94.0,03-0843
6634,-1.0,03-0844
6635,0.0,03-0845
6636,68.0,03-0846
6637,-1.0,03-0847
6638,58.0,03-0848
6639,-1.0,03-0849
6640,-1.0,03-0851
6641,-1.0,03-0852
6642,-1.0,03-0853
6643,27.0,03-0854
6644,35.0,03-0855
6645,39.0,03-0856
6646,15.0,03-0857
6647,82.0,03-0858
6648,1.0,03-0859
6649,-1.0,03-0861
6650,63.0,03-0862
6651,-1.0,03-0863
6652,33.0,03-0864
6653,-1.0,03-0865
6654,-1.0,03-0866
6655,-1.0,03-0867
6656,-1.0,03-0868
6657,-1.0,03-0869
6658,16.0,03-0872
6659,12.0,03-0873
6660,-1.0,03-0874
6661,-1.0,03-0875
6662,49.0,03-0876
6663,-1.0,03-0877
6664,-1.0,03-0878
6665,49.0,03-0879
6666,1.0,03-0881
6667,-1.0,03-0882
6668,2.0,03-0883
6669,-1.0,03-0884
6670,2.0,03-0885
6671,4.0,03-0886
6672,-1.0,03-0887
6673,5.0,03-0888
6674,12.0,03-0889
6675,-1.0,03-0891
6676,4.0,03-0892
6677,-1.0,03-0893
6678,-1.0,03-0894
6679,-1.0,03-0895
6680,-1.0,03-0896
6681,0.0,03-0897
6682,-1.0,03-0898
6683,-1.0,03-0899
6684,-1.0,03-0901
6685,14.0,03-0902
6686,20.0,03-0903
6687,-1.0,03-0904
6688,11.0,03-0905
6689,34.0,03-0906
6690,0.0,03-0907
6691,51.0,03-0908
6692,-1.0,03-0909
6693,63.0,03-0911
6694,26.0,03-0912
6695,35.0,03-0913
6696,16.0,03-0914
6697,49.0,03-0915
6698,3.0,03-0916
6699,16.0,03-0917
6700,-1.0,03-0918
6701,-1.0,03-0919
6702,2.0,03-0921
6703,38.0,03-0922
6704,-1.0,03-0923
6705,85.0,03-0924
6706,-1.0,03-0925
6707,1.0,03-0926
6708,21.0,03-0927
6709,71.0,03-0928
6710,4.0,03-0929
6711,3.0,03-0931
6712,-1.0,03-0932
6713,-1.0,03-0933
6714,-1.0,03-0934
6715,-1.0,03-0935
6716,4.0,03-0936
6717,0.0,03-0937
6718,82.0,03-0938
6719,-1.0,03-0939
6720,4.0,03-0941
6721,12.0,03-0942
6722,-1.0,03-0943
6723,42.0,03-0944
6724,2.0,03-0945
6725,-1.0,03-0946
6726,-1.0,03-0947
6727,-1.0,03-0948
6728,2.0,03-0949
6729,-1.0,03-0951
6730,-1.0,03-0952
6731,-1.0,03-0953
6732,-1.0,03-0954
6733,27.0,03-0955
6734,-1.0,03-0956
6735,33.0,03-0957
6736,-1.0,03-0958
6737,-1.0,03-0959
6738,2.0,03-0961
6739,2.0,03-0962
6740,23.0,03-0963
6741,74.0,03-0964
6742,0.0,03-0965
6743,-1.0,03-0966
6744,38.0,03-0967
6745,-1.0,03-0968
6746,76.0,03-0969
6747,-1.0,03-0971
6748,10.0,03-0972
6749,-1.0,03-0973
6750,-1.0,03-0974
6751,-1.0,03-0975
6752,1.0,03-0976
6753,49.0,03-0977
6754,5.0,03-0978
6755,-1.0,03-0979
6756,54.0,03-0981
6757,40.0,03-0982
6758,27.0,03-0983
6759,-1.0,03-0984
6760,-1.0,03-0985
6761,8.0,03-0986
6762,17.0,03-0987
6763,27.0,03-0988
6764,11.0,03-0989
6765,-1.0,03-0991
6766,-1.0,03-0992
6767,-1.0,03-0993
6768,18.0,03-0994
6769,-1.0,03-0995
6770,15.0,03-0996
6771,0.0,03-0997
6772,32.0,03-0998
6773,-1.0,03-0999
6774,63.0,03-1002
6775,55.0,03-1003
6776,-1.0,03-1004
6777,22.0,03-1005
6778,0.0,03-1006
6779,4.0,03-1007
6780,6.0,03-1008
6781,2.0,03-1009
6782,34.0,03-1011
6783,4.0,03-1012
6784,6.0,03-1013
6785,1.0,03-1014
6786,-1.0,03-1015
6787,-1.0,03-1016
6788,7.0,03-1017
6789,30.0,03-1018
6790,14.0,03-1019
6791,-1.0,03-1021
6792,-1.0,03-1023
6793,7.0,03-1024
6794,-1.0,03-1025
6795,-1.0,03-1026
6796,-1.0,03-1027
6797,0.0,03-1028
6798,41.0,03-1029
6799,10.0,03-1031
6800,-1.0,03-1032
6801,-1.0,03-1033
6802,-1.0,03-1034
6803,42.0,03-1035
6804,38.0,03-1036
6805,-1.0,03-1037
6806,-1.0,03-1038
6807,-1.0,03-1039
6808,9.0,03-1041
6809,8.0,03-1042
6810,0.0,03-1043
6811,0.0,03-1044
6812,-1.0,03-1045
6813,26.0,03-1046
6814,-1.0,03-1047
6815,0.0,03-1048
6816,-1.0,03-1049
6817,-1.0,03-1051
6818,-1.0,03-1052
6819,0.0,03-1053
6820,-1.0,03-1054
6821,24.0,03-1055
6822,-1.0,03-1056
6823,77.0,03-1057
6824,-1.0,03-1058
6825,23.0,03-1059
6826,40.0,03-1061
6827,3.0,03-1062
6828,1.0,03-1063
6829,-1.0,03-1064
6830,-1.0,03-1065
6831,-1.0,03-1066
6832,-1.0,03-1067
6833,0.0,03-1068
6834,-1.0,03-1069
6835,17.0,03-1071
6836,-1.0,03-1072
6837,-1.0,03-1073
6838,6.0,03-1074
6839,-1.0,03-1075
6840,-1.0,03-1076
6841,-1.0,03-1077
6842,55.0,03-1078
6843,-1.0,03-1079
6844,0.0,03-1081
6845,16.0,03-1082
6846,6.0,03-1083
6847,-1.0,03-1084
6848,22.0,03-1085
6849,-1.0,03-1086
6850,-1.0,03-1087
6851,30.0,03-1088
6852,0.0,03-1089
6853,0.0,03-1091
6854,10.0,03-1092
6855,-1.0,03-1093
6856,48.0,03-1094
6857,82.0,03-1095
6858,65.0,03-1096
6859,23.0,03-1097
6860,5.0,03-1098
6861,-1.0,03-1099
6862,46.0,03-1101
6863,79.0,03-1102
6864,38.0,03-1103
6865,-1.0,03-1104
6866,-1.0,03-1105
6867,7.0,03-1106
6868,21.0,03-1108
6869,0.0,03-1109
6870,0.0,03-1111
6871,-1.0,03-1112
6872,21.0,03-1113
6873,5.0,03-1114
6874,5.0,03-1115
6875,32.0,03-1116
6876,-1.0,03-1117
6877,7.0,03-1118
6878,2.0,03-1119
6879,2.0,03-1121
6880,22.0,03-1122
6881,-1.0,03-1123
6882,22.0,03-1124
6883,-1.0,03-1125
6884,2.0,03-1126
6885,2.0,03-1127
6886,-1.0,03-1128
6887,1.0,03-1129
6888,42.0,03-1131
6889,-1.0,03-1132
6890,27.0,03-1133
6891,-1.0,03-1134
6892,-1.0,03-1135
6893,0.0,03-1136
6894,5.0,03-1137
6895,0.0,03-1138
6896,1.0,03-1139
6897,-1.0,03-1141
6898,-1.0,03-1142
6899,5.0,03-1143
6900,-1.0,03-1144
6901,7.0,03-1145
6902,48.0,03-1146
6903,12.0,03-1147
6904,81.0,03-1148
6905,35.0,03-1149
6906,2.0,03-1151
6907,0.0,03-1152
6908,4.0,03-1153
6909,-1.0,03-1154
6910,79.0,03-1155
6911,14.0,03-1156
6912,48.0,03-1157
6913,-1.0,03-1158
6914,-1.0,03-1159
6915,-1.0,03-1161
6916,-1.0,03-1162
6917,-1.0,03-1163
6918,70.0,03-1164
6919,-1.0,03-1165
6920,15.0,03-1166
6921,-1.0,03-1167
6922,17.0,03-1168
6923,-1.0,03-1169
6924,-1.0,03-1171
6925,-1.0,03-1172
6926,17.0,03-1173
6927,33.0,03-1174
6928,27.0,03-1175
6929,7.0,03-1176
6930,33.0,03-1177
6931,62.0,03-1178
6932,-1.0,03-1179
6933,38.0,03-1181
6934,49.0,03-1182
6935,-1.0,03-1183
6936,21.0,03-1184
6937,-1.0,03-1186
6938,3.0,03-1187
6939,4.0,03-1188
6940,-1.0,03-1192
6941,-1.0,03-1193
6942,7.0,03-1194
6943,5.0,03-1195
6944,33.0,03-1196
6945,-1.0,03-1199
6946,34.0,03-1201
6947,0.0,03-1202
6948,3.0,03-1203
6949,0.0,03-1204
6950,11.0,03-1205
6951,-1.0,03-1206
6952,0.0,03-1207
6953,-1.0,03-1208
6954,1.0,03-1209
6955,0.0,03-1211
6956,1.0,03-1212
6957,10.0,03-1213
6958,2.0,03-1214
6959,0.0,03-1215
6960,77.0,03-1216
6961,-1.0,03-1217
6962,19.0,03-1218
6963,-1.0,03-1219
6964,5.0,03-1221
6965,5.0,03-1222
6966,32.0,03-1223
6967,72.0,03-1224
6968,0.0,03-1225
6969,51.0,03-1226
6970,0.0,03-1227
6971,2.0,03-1228
6972,-1.0,03-1229
6973,5.0,03-1231
6974,-1.0,03-1232
6975,33.0,03-1233
6976,-1.0,03-1235
6977,52.0,03-1237
6978,-1.0,03-1238
6979,14.0,03-1239
6980,12.0,03-1241
6981,-1.0,03-1242
6982,-1.0,03-1243
6983,-1.0,03-1244
6984,2.0,03-1245
6985,0.0,03-1246
6986,19.0,03-1247
6987,7.0,03-1248
6988,-1.0,03-1249
6989,14.0,03-1251
6990,2.0,03-1252
6991,0.0,03-1253
6992,7.0,03-1254
6993,-1.0,03-1255
6994,40.0,03-1256
6995,0.0,03-1257
6996,23.0,03-1258
6997,27.0,03-1259
6998,8.0,03-1261
6999,0.0,03-1262
7000,46.0,03-1263
7001,-1.0,03-1264
7002,-1.0,03-1265
7003,-1.0,03-1266
7004,6.0,03-1267
7005,6.0,03-1268
7006,-1.0,03-1271
7007,-1.0,03-1272
7008,-1.0,03-1273
7009,29.0,03-1274
7010,-1.0,03-1275
7011,37.0,03-1276
7012,-1.0,03-1277
7013,6.0,03-1278
7014,6.0,03-1279
7015,-1.0,03-1281
7016,19.0,03-1282
7017,4.0,03-1283
7018,-1.0,03-1284
7019,8.0,03-1285
7020,3.0,03-1286
7021,22.0,03-1287
7022,58.0,03-1288
7023,14.0,03-1289
7024,14.0,03-1291
7025,4.0,03-1292
7026,-1.0,03-1293
7027,-1.0,03-1294
7028,17.0,03-1295
7029,73.0,03-1296
7030,-1.0,03-1297
7031,21.0,03-1298
7032,7.0,03-1299
7033,-1.0,03-1301
7034,11.0,03-1302
7035,42.0,03-1303
7036,1.0,03-1304
7037,-1.0,03-1305
7038,-1.0,03-1306
7039,5.0,03-1307
7040,57.0,03-1308
7041,42.0,03-1309
7042,1.0,03-1311
7043,4.0,03-1312
7044,-1.0,03-1313
7045,0.0,03-1314
7046,-1.0,03-1315
7047,-1.0,03-1316
7048,10.0,03-1317
7049,0.0,03-1318
7050,4.0,03-1319
7051,-1.0,03-1321
7052,-1.0,03-1322
7053,-1.0,03-1323
7054,37.0,03-1324
7055,-1.0,03-1325
7056,34.0,03-1326
7057,91.0,03-1327
7058,-1.0,03-1328
7059,-1.0,03-1331
7060,14.0,03-1333
7061,-1.0,03-1334
7062,-1.0,03-1335
7063,-1.0,03-1337
7064,-1.0,03-1338
7065,-1.0,03-1339
7066,-1.0,03-1341
7067,-1.0,03-1342
7068,-1.0,03-1343
7069,3.0,03-1344
7070,-1.0,03-1345
7071,0.0,03-1346
7072,7.0,03-1347
7073,18.0,03-1348
7074,-1.0,03-1349
7075,-1.0,03-1351
7076,-1.0,03-1352
7077,2.0,03-1353
7078,3.0,03-1354
7079,2.0,03-1355
7080,14.0,03-1356
7081,4.0,03-1357
7082,-1.0,03-1358
7083,26.0,03-1359
7084,-1.0,03-1361
7085,8.0,03-1362
7086,1.0,03-1363
7087,2.0,03-1364
7088,36.0,03-1365
7089,0.0,03-1366
7090,2.0,03-1367
7091,36.0,03-1368
7092,20.0,03-1369
7093,1.0,03-1371
7094,-1.0,03-1372
7095,-1.0,03-1373
7096,0.0,03-1374
7097,-1.0,03-1375
7098,7.0,03-1376
7099,1.0,03-1377
7100,-1.0,03-1378
7101,-1.0,03-1379
7102,9.0,03-1381
7103,-1.0,03-1382
7104,1.0,03-1383
7105,16.0,03-1384
7106,16.0,03-1385
7107,36.0,03-1386
7108,36.0,03-1387
7109,15.0,03-1388
7110,-1.0,03-1389
7111,-1.0,03-1391
7112,85.0,03-1392
7113,82.0,03-1393
7114,-1.0,03-1394
7115,2.0,03-1395
7116,3.0,03-1396
7117,-1.0,03-1397
7118,11.0,03-1398
7119,30.0,03-1399
7120,65.0,03-1401
7121,-1.0,03-1402
7122,3.0,03-1403
7123,-1.0,03-1404
7124,-1.0,03-1405
7125,-1.0,03-1406
7126,-1.0,03-1407
7127,17.0,03-1408
7128,-1.0,03-1409
7129,81.0,03-1411
7130,-1.0,03-1412
7131,-1.0,03-1415
7132,30.0,03-1416
7133,-1.0,03-1417
7134,25.0,03-1418
7135,25.0,03-1419
7136,-1.0,03-1427
7137,-1.0,03-1428
7138,30.0,03-1429
7139,15.0,03-1431
7140,-1.0,03-1432
7141,-1.0,03-1433
7142,1.0,04-0001
7143,-1.0,04-0002
7144,38.0,04-0003
7145,48.0,04-0004
7146,-1.0,04-0005
7147,-1.0,04-0006
7148,32.0,04-0007
7149,87.0,04-0008
7150,-1.0,04-0009
7151,-1.0,04-0011
7152,-1.0,04-0012
7153,-1.0,04-0013
7154,29.0,04-0014
7155,17.0,04-0015
7156,-1.0,04-0016
7157,-1.0,04-0017
7158,-1.0,04-0018
7159,34.0,04-0019
7160,49.0,04-0021
7161,-1.0,04-0022
7162,-1.0,04-0023
7163,34.0,04-0024
7164,1.0,04-0025
7165,4.0,04-0026
7166,-1.0,04-0027
7167,-1.0,04-0028
7168,8.0,04-0029
7169,5.0,04-0031
7170,41.0,04-0032
7171,-1.0,04-0033
7172,15.0,04-0034
7173,0.0,04-0035
7174,-1.0,04-0036
7175,11.0,04-0037
7176,72.0,04-0038
7177,26.0,04-0039
7178,18.0,04-0041
7179,14.0,04-0042
7180,9.0,04-0043
7181,14.0,04-0044
7182,0.0,04-0045
7183,33.0,04-0046
7184,-1.0,04-0047
7185,12.0,04-0048
7186,-1.0,04-0049
7187,-1.0,04-0051
7188,7.0,04-0052
7189,7.0,04-0053
7190,-1.0,04-0054
7191,8.0,04-0055
7192,7.0,04-0056
7193,11.0,04-0057
7194,23.0,04-0058
7195,-1.0,04-0059
7196,3.0,04-0061
7197,-1.0,04-0062
7198,-1.0,04-0063
7199,-1.0,04-0064
7200,-1.0,04-0065
7201,39.0,04-0066
7202,-1.0,04-0067
7203,0.0,04-0068
7204,4.0,04-0069
7205,20.0,04-0071
7206,74.0,04-0072
7207,16.0,04-0073
7208,-1.0,04-0074
7209,15.0,04-0075
7210,-1.0,04-0076
7211,0.0,04-0077
7212,-1.0,04-0078
7213,-1.0,04-0079
7214,10.0,04-0081
7215,0.0,04-0082
7216,-1.0,04-0083
7217,2.0,04-0084
7218,9.0,04-0085
7219,53.0,04-0086
7220,5.0,04-0087
7221,2.0,04-0088
7222,7.0,04-0089
7223,12.0,04-0091
7224,24.0,04-0092
7225,4.0,04-0093
7226,0.0,04-0094
7227,-1.0,04-0095
7228,-1.0,04-0096
7229,3.0,04-0097
7230,-1.0,04-0098
7231,-1.0,04-0099
7232,-1.0,04-0101
7233,49.0,04-0102
7234,7.0,04-0103
7235,-1.0,04-0104
7236,-1.0,04-0105
7237,-1.0,04-0106
7238,27.0,04-0107
7239,22.0,04-0108
7240,-1.0,04-0109
7241,-1.0,04-0111
7242,11.0,04-0112
7243,14.0,04-0113
7244,-1.0,04-0116
7245,-1.0,04-0117
7246,16.0,04-0118
7247,-1.0,04-0121
7248,-1.0,04-0122
7249,-1.0,04-0123
7250,21.0,04-0124
7251,-1.0,04-0125
7252,14.0,04-0126
7253,3.0,04-0128
7254,11.0,04-0129
7255,73.0,04-0131
7256,44.0,04-0132
7257,73.0,04-0133
7258,32.0,04-0134
7259,-1.0,04-0135
7260,6.0,04-0136
7261,0.0,04-0138
7262,-1.0,04-0139
7263,-1.0,04-0141
7264,17.0,04-0142
7265,39.0,04-0143
7266,89.0,04-0144
7267,14.0,04-0145
7268,1.0,04-0146
7269,-1.0,04-0147
7270,-1.0,04-0148
7271,-1.0,04-0151
7272,0.0,04-0152
7273,19.0,04-0153
7274,23.0,04-0154
7275,-1.0,04-0155
7276,33.0,04-0156
7277,-1.0,04-0157
7278,-1.0,04-0158
7279,16.0,04-0159
7280,53.0,04-0161
7281,31.0,04-0162
7282,57.0,04-0163
7283,10.0,04-0165
7284,43.0,04-0166
7285,27.0,04-0167
7286,31.0,04-0169
7287,8.0,04-0171
7288,0.0,04-0172
7289,21.0,04-0175
7290,19.0,04-0176
7291,48.0,04-0177
7292,63.0,04-0178
7293,14.0,04-0179
7294,51.0,04-0182
7295,12.0,04-0183
7296,4.0,04-0184
7297,82.0,04-0185
7298,-1.0,04-0186
7299,8.0,04-0187
7300,43.0,04-0188
7301,73.0,04-0189
7302,-1.0,04-0191
7303,-1.0,04-0192
7304,34.0,04-0193
7305,82.0,04-0194
7306,0.0,04-0195
7307,0.0,04-0196
7308,-1.0,04-0197
7309,37.0,04-0198
7310,22.0,04-0199
7311,13.0,04-0201
7312,-1.0,04-0202
7313,-1.0,04-0203
7314,-1.0,04-0204
7315,0.0,04-0205
7316,0.0,04-0206
7317,21.0,04-0207
7318,10.0,04-0209
7319,33.0,04-0211
7320,8.0,04-0213
7321,-1.0,04-0214
7322,8.0,04-0215
7323,2.0,04-0216
7324,-1.0,04-0217
7325,6.0,04-0218
7326,3.0,04-0219
7327,0.0,04-0221
7328,1.0,04-0222
7329,21.0,04-0223
7330,1.0,04-0224
7331,-1.0,04-0225
7332,12.0,04-0226
7333,42.0,04-0227
7334,10.0,04-0228
7335,-1.0,04-0229
7336,-1.0,04-0231
7337,36.0,04-0232
7338,21.0,04-0233
7339,27.0,04-0234
7340,4.0,04-0235
7341,10.0,04-0236
7342,-1.0,04-0237
7343,44.0,04-0238
7344,4.0,04-0239
7345,4.0,04-0241
7346,10.0,04-0242
7347,58.0,04-0243
7348,-1.0,04-0244
7349,-1.0,04-0245
7350,-1.0,04-0246
7351,33.0,04-0247
7352,3.0,04-0248
7353,33.0,04-0249
7354,1.0,04-0251
7355,-1.0,04-0252
7356,22.0,04-0253
7357,0.0,04-0254
7358,1.0,04-0255
7359,-1.0,04-0256
7360,25.0,04-0257
7361,12.0,04-0258
7362,38.0,04-0259
7363,1.0,04-0261
7364,-1.0,04-0262
7365,-1.0,04-0263
7366,-1.0,04-0264
7367,59.0,04-0265
7368,-1.0,04-0266
7369,-1.0,04-0267
7370,0.0,04-0268
7371,-1.0,04-0269
7372,-1.0,04-0271
7373,-1.0,04-0272
7374,-1.0,04-0273
7375,2.0,04-0274
7376,0.0,04-0275
7377,-1.0,04-0276
7378,21.0,04-0277
7379,-1.0,04-0278
7380,37.0,04-0279
7381,-1.0,04-0281
7382,-1.0,04-0282
7383,2.0,04-0283
7384,39.0,04-0284
7385,-1.0,04-0285
7386,11.0,04-0286
7387,48.0,04-0287
7388,0.0,04-0288
7389,40.0,04-0289
7390,17.0,04-0291
7391,0.0,04-0292
7392,2.0,04-0293
7393,-1.0,04-0294
7394,10.0,04-0295
7395,42.0,04-0296
7396,3.0,04-0297
7397,-1.0,04-0298
7398,-1.0,04-0299
7399,15.0,04-0301
7400,-1.0,04-0302
7401,1.0,04-0303
7402,0.0,04-0304
7403,5.0,04-0305
7404,0.0,04-0306
7405,8.0,04-0307
7406,10.0,04-0308
7407,73.0,04-0309
7408,3.0,04-0311
7409,4.0,04-0312
7410,-1.0,04-0313
7411,1.0,04-0314
7412,9.0,04-0315
7413,31.0,04-0316
7414,-1.0,04-0317
7415,-1.0,04-0318
7416,-1.0,04-0319
7417,13.0,04-0321
7418,-1.0,04-0322
7419,58.0,04-0323
7420,14.0,04-0324
7421,8.0,04-0325
7422,3.0,04-0326
7423,-1.0,04-0327
7424,-1.0,04-0328
7425,-1.0,04-0329
7426,3.0,04-0331
7427,3.0,04-0332
7428,7.0,04-0333
7429,72.0,04-0334
7430,48.0,04-0336
7431,0.0,04-0337
7432,27.0,04-0338
7433,2.0,04-0339
7434,1.0,04-0341
7435,-1.0,04-0342
