,Hazard,Tracking #
6374,Airspace Control Hazards,10-0068
6375,Airspace Control Hazards,10-0344
6376,Airspace Control Hazards,10-0372
6377,Airspace Control Hazards,10-0374
6378,Airspace Control Hazards,10-0445
6379,Airspace Control Hazards,11-0331
6380,Airspace Control Hazards,11-0381
6381,Airspace Control Hazards,11-0482
6382,Airspace Control Hazards,11-0586
6383,Airspace Control Hazards,11-0818
6384,Airspace Control Hazards,12-0031
6385,Airspace Control Hazards,12-0178
6386,Airspace Control Hazards,12-0236
6387,Airspace Control Hazards,12-0325
6388,Airspace Control Hazards,12-0906
6389,Airspace Control Hazards,12-0978
6390,Airspace Control Hazards,13-0281
6391,Airspace Control Hazards,13-0396
6392,Airspace Control Hazards,13-0406
6393,Airspace Control Hazards,13-0622
6394,Airspace Control Hazards,13-0826
6395,Airspace Control Hazards,14-0069
6396,Airspace Control Hazards,14-0602
6397,Airspace Control Hazards,14-0762
6398,Airspace Control Hazards,15-0158
6399,Airspace Control Hazards,16-0121
6400,Airspace Control Hazards,16-0223
6401,Airspace Control Hazards,16-0374
6402,Airspace Control Hazards,16-0527
6403,Airspace Control Hazards,16-0585
6404,Airspace Control Hazards,17-0095
6405,Airspace Control Hazards,17-0109
6406,Airspace Control Hazards,17-0687
6407,Airspace Control Hazards,17-0819
6408,Airspace Control Hazards,18-0421
6409,Airspace Control Hazards,18-0529
6410,Airspace Control Hazards,18-0651
6411,Airspace Control Hazards,18-0716
6412,Airspace Control Hazards,18-0987
6413,Airspace Control Hazards,19-0213
6414,Airspace Control Hazards,19-0254
6415,Airspace Control Hazards,20-0496
6416,Airspace Control Hazards,20-0843
6417,Airspace Control Hazards,21-0205
6418,Personnel Duty Hours Exceeded,98-0178
6419,Personnel Duty Hours Exceeded,98-0202
6420,Personnel Duty Hours Exceeded,98-0219
6421,Personnel Duty Hours Exceeded,98-0271
6422,Personnel Duty Hours Exceeded,98-0463
6423,Personnel Duty Hours Exceeded,98-0669
6424,Personnel Duty Hours Exceeded,99-0763
6425,Personnel Duty Hours Exceeded,99-0804
6426,Personnel Duty Hours Exceeded,99-0826
6427,Personnel Duty Hours Exceeded,99-0856
6428,Personnel Duty Hours Exceeded,99-0915
6429,Personnel Duty Hours Exceeded,99-0918
6430,Personnel Duty Hours Exceeded,00-0282
6431,Personnel Duty Hours Exceeded,00-0479
6432,Personnel Duty Hours Exceeded,00-0517
6433,Personnel Duty Hours Exceeded,00-0673
6434,Personnel Duty Hours Exceeded,00-0785
6435,Personnel Duty Hours Exceeded,00-0895
6436,Personnel Duty Hours Exceeded,00-1253
6437,Personnel Duty Hours Exceeded,00-1343
6438,Personnel Duty Hours Exceeded,01-0554
6439,Personnel Duty Hours Exceeded,01-0699
6440,Personnel Duty Hours Exceeded,01-0884
6441,Personnel Duty Hours Exceeded,02-0121
6442,Personnel Duty Hours Exceeded,02-0261
6443,Personnel Duty Hours Exceeded,02-0497
6444,Personnel Duty Hours Exceeded,02-0553
6445,Personnel Duty Hours Exceeded,02-0644
6446,Personnel Duty Hours Exceeded,02-1148
6447,Personnel Duty Hours Exceeded,02-1309
6448,Personnel Duty Hours Exceeded,02-1411
6449,Personnel Duty Hours Exceeded,03-0302
6450,Personnel Duty Hours Exceeded,03-0444
6451,Personnel Duty Hours Exceeded,03-0522
6452,Personnel Duty Hours Exceeded,03-1075
6453,Personnel Duty Hours Exceeded,03-1249
6454,Personnel Duty Hours Exceeded,03-1253
6455,Personnel Duty Hours Exceeded,04-0246
6456,Personnel Duty Hours Exceeded,04-0363
6457,Personnel Duty Hours Exceeded,04-0515
6458,Personnel Duty Hours Exceeded,04-0517
6459,Personnel Duty Hours Exceeded,05-0228
6460,Personnel Duty Hours Exceeded,05-0295
6461,Personnel Duty Hours Exceeded,05-0468
6462,Personnel Duty Hours Exceeded,06-0175
6463,Personnel Duty Hours Exceeded,06-0501
6464,Personnel Duty Hours Exceeded,06-0693
6465,Personnel Duty Hours Exceeded,06-0775
6466,Personnel Duty Hours Exceeded,06-0851
6467,Personnel Duty Hours Exceeded,06-0898
6468,Personnel Duty Hours Exceeded,06-0928
6469,Personnel Duty Hours Exceeded,07-0405
6470,Personnel Duty Hours Exceeded,07-0461
6471,Personnel Duty Hours Exceeded,07-0569
6472,Personnel Duty Hours Exceeded,07-0634
6473,Personnel Duty Hours Exceeded,07-0642
6474,Personnel Duty Hours Exceeded,07-0755
6475,Personnel Duty Hours Exceeded,08-0299
6476,Personnel Duty Hours Exceeded,09-0598
6477,Personnel Duty Hours Exceeded,09-0627
6478,Personnel Duty Hours Exceeded,10-0229
6479,Personnel Duty Hours Exceeded,10-0344
6480,Personnel Duty Hours Exceeded,10-0373
6481,Personnel Duty Hours Exceeded,10-0376
6482,Personnel Duty Hours Exceeded,11-0032
6483,Personnel Duty Hours Exceeded,11-0069
6484,Personnel Duty Hours Exceeded,11-0317
6485,Personnel Duty Hours Exceeded,11-0388
6486,Personnel Duty Hours Exceeded,11-0568
6487,Personnel Duty Hours Exceeded,11-0733
6488,Personnel Duty Hours Exceeded,12-0568
6489,Personnel Duty Hours Exceeded,12-1111
6490,Personnel Duty Hours Exceeded,13-0531
6491,Personnel Duty Hours Exceeded,13-0607
6492,Personnel Duty Hours Exceeded,14-0436
6493,Personnel Duty Hours Exceeded,14-0456
6494,Personnel Duty Hours Exceeded,14-0507
6495,Personnel Duty Hours Exceeded,14-0651
6496,Personnel Duty Hours Exceeded,15-0269
6497,Personnel Duty Hours Exceeded,15-0312
6498,Personnel Duty Hours Exceeded,15-0314
6499,Personnel Duty Hours Exceeded,16-1025
6500,Personnel Duty Hours Exceeded,18-0665
6501,Personnel Duty Hours Exceeded,18-0704
6502,Personnel Duty Hours Exceeded,18-0771
6503,Personnel Duty Hours Exceeded,19-0173
6504,Personnel Duty Hours Exceeded,19-0276
6505,Personnel Duty Hours Exceeded,19-0328
6506,Personnel Duty Hours Exceeded,19-0635
6507,Personnel Duty Hours Exceeded,20-0254
6508,Jumper Operations Hazards,95-0002
6509,Jumper Operations Hazards,95-0003
6510,Jumper Operations Hazards,95-0019
6511,Jumper Operations Hazards,97-0063
6512,Jumper Operations Hazards,97-0067
6513,Jumper Operations Hazards,97-0086
6514,Jumper Operations Hazards,98-0076
6515,Jumper Operations Hazards,98-0146
6516,Jumper Operations Hazards,98-0626
6517,Jumper Operations Hazards,98-0782
6518,Jumper Operations Hazards,99-0042
6519,Jumper Operations Hazards,99-0059
6520,Jumper Operations Hazards,99-0337
6521,Jumper Operations Hazards,99-0344
6522,Jumper Operations Hazards,99-0352
6523,Jumper Operations Hazards,99-0406
6524,Jumper Operations Hazards,99-0459
6525,Jumper Operations Hazards,99-0462
6526,Jumper Operations Hazards,99-0772
6527,Jumper Operations Hazards,99-0901
6528,Jumper Operations Hazards,00-0186
6529,Jumper Operations Hazards,00-0235
6530,Jumper Operations Hazards,00-0366
6531,Jumper Operations Hazards,00-0717
6532,Jumper Operations Hazards,00-0718
6533,Jumper Operations Hazards,00-0719
6534,Jumper Operations Hazards,00-0745
6535,Jumper Operations Hazards,00-1315
6536,Jumper Operations Hazards,01-0284
6537,Jumper Operations Hazards,01-0517
6538,Jumper Operations Hazards,01-0567
6539,Jumper Operations Hazards,01-0568
6540,Jumper Operations Hazards,02-0319
6541,Jumper Operations Hazards,02-0492
6542,Jumper Operations Hazards,02-0508
6543,Jumper Operations Hazards,02-0618
6544,Jumper Operations Hazards,02-0889
6545,Jumper Operations Hazards,03-0635
6546,Jumper Operations Hazards,03-0875
6547,Jumper Operations Hazards,03-1303
6548,Jumper Operations Hazards,04-0109
6549,Jumper Operations Hazards,05-0214
6550,Jumper Operations Hazards,08-0357
6551,Jumper Operations Hazards,08-0803
6552,Jumper Operations Hazards,09-0352
6553,Jumper Operations Hazards,09-0405
6554,Jumper Operations Hazards,11-0706
6555,Jumper Operations Hazards,11-0852
6556,Jumper Operations Hazards,13-0531
6557,Jumper Operations Hazards,13-0849
6558,Jumper Operations Hazards,14-0577
6559,Jumper Operations Hazards,14-0684
6560,Jumper Operations Hazards,16-0319
6561,Jumper Operations Hazards,16-0424
6562,Jumper Operations Hazards,18-0329
6563,Jumper Operations Hazards,18-0679
6564,Jumper Operations Hazards,18-0821
6565,Jumper Operations Hazards,18-0901
6566,Jumper Operations Hazards,19-0168
6567,Control Surface Damage,95-0008
6568,Control Surface Damage,95-0068
6569,Control Surface Damage,95-0253
6570,Control Surface Damage,97-0021
6571,Control Surface Damage,97-0184
6572,Control Surface Damage,97-0214
6573,Control Surface Damage,98-0133
6574,Control Surface Damage,98-0027
6575,Control Surface Damage,98-0076
6576,Control Surface Damage,98-0129
6577,Control Surface Damage,98-0146
6578,Control Surface Damage,98-0157
6579,Control Surface Damage,98-0227
6580,Control Surface Damage,98-0291
6581,Control Surface Damage,98-0331
6582,Control Surface Damage,98-0344
6583,Control Surface Damage,98-0465
6584,Control Surface Damage,98-0743
6585,Control Surface Damage,98-0811
6586,Control Surface Damage,99-0068
6587,Control Surface Damage,99-0099
6588,Control Surface Damage,99-0324
6589,Control Surface Damage,99-0521
6590,Control Surface Damage,99-0538
6591,Control Surface Damage,99-0694
6592,Control Surface Damage,99-0715
6593,Control Surface Damage,99-0821
6594,Control Surface Damage,99-0846
6595,Control Surface Damage,99-0905
6596,Control Surface Damage,99-0923
6597,Control Surface Damage,00-0032
6598,Control Surface Damage,00-0051
6599,Control Surface Damage,00-0978
6600,Control Surface Damage,00-0981
6601,Control Surface Damage,00-0097
6602,Control Surface Damage,00-0118
6603,Control Surface Damage,00-0357
6604,Control Surface Damage,00-0433
6605,Control Surface Damage,00-0443
6606,Control Surface Damage,00-0448
6607,Control Surface Damage,00-0513
6608,Control Surface Damage,00-0543
6609,Control Surface Damage,00-0547
6610,Control Surface Damage,00-0565
6611,Control Surface Damage,00-0572
6612,Control Surface Damage,00-0682
6613,Control Surface Damage,00-0713
6614,Control Surface Damage,00-0757
6615,Control Surface Damage,00-0884
6616,Control Surface Damage,00-0902
6617,Control Surface Damage,00-1144
6618,Control Surface Damage,00-1189
6619,Control Surface Damage,00-1267
6620,Control Surface Damage,01-0007
6621,Control Surface Damage,01-0805
6622,Control Surface Damage,01-0384
6623,Control Surface Damage,01-0443
6624,Control Surface Damage,01-0461
6625,Control Surface Damage,01-0477
6626,Control Surface Damage,01-0503
6627,Control Surface Damage,01-0511
6628,Control Surface Damage,01-0586
6629,Control Surface Damage,01-0598
6630,Control Surface Damage,01-0684
6631,Control Surface Damage,01-0687
6632,Control Surface Damage,01-0694
6633,Control Surface Damage,01-0701
6634,Control Surface Damage,01-0734
6635,Control Surface Damage,01-0861
6636,Control Surface Damage,01-0939
6637,Control Surface Damage,01-1093
6638,Control Surface Damage,02-0977
6639,Control Surface Damage,02-0066
6640,Control Surface Damage,02-0136
6641,Control Surface Damage,02-0179
6642,Control Surface Damage,02-0266
6643,Control Surface Damage,02-0282
6644,Control Surface Damage,02-0331
6645,Control Surface Damage,02-0494
6646,Control Surface Damage,02-0495
6647,Control Surface Damage,02-0503
6648,Control Surface Damage,02-0515
6649,Control Surface Damage,02-0527
6650,Control Surface Damage,02-0619
6651,Control Surface Damage,02-0649
6652,Control Surface Damage,02-0651
6653,Control Surface Damage,02-0683
6654,Control Surface Damage,02-0748
6655,Control Surface Damage,02-0758
6656,Control Surface Damage,02-0799
6657,Control Surface Damage,02-0805
6658,Control Surface Damage,02-0811
6659,Control Surface Damage,02-0866
6660,Control Surface Damage,02-0936
6661,Control Surface Damage,02-0944
6662,Control Surface Damage,02-0948
6663,Control Surface Damage,02-1047
6664,Control Surface Damage,02-1239
6665,Control Surface Damage,02-1273
6666,Control Surface Damage,02-1274
6667,Control Surface Damage,02-1297
6668,Control Surface Damage,02-1304
6669,Control Surface Damage,02-1338
6670,Control Surface Damage,02-1408
6671,Control Surface Damage,03-0228
6672,Control Surface Damage,03-0291
6673,Control Surface Damage,03-0301
6674,Control Surface Damage,03-0341
6675,Control Surface Damage,03-0391
6676,Control Surface Damage,03-0413
6677,Control Surface Damage,03-0415
6678,Control Surface Damage,03-0433
6679,Control Surface Damage,03-0448
6680,Control Surface Damage,03-0484
6681,Control Surface Damage,03-0516
6682,Control Surface Damage,03-0532
6683,Control Surface Damage,03-0574
6684,Control Surface Damage,03-0575
6685,Control Surface Damage,03-0606
6686,Control Surface Damage,03-0661
6687,Control Surface Damage,03-0685
6688,Control Surface Damage,03-0688
6689,Control Surface Damage,03-0694
6690,Control Surface Damage,03-0702
6691,Control Surface Damage,03-0703
6692,Control Surface Damage,03-0728
6693,Control Surface Damage,03-0743
6694,Control Surface Damage,03-0809
6695,Control Surface Damage,03-0821
6696,Control Surface Damage,03-0825
6697,Control Surface Damage,03-0838
6698,Control Surface Damage,03-0939
6699,Control Surface Damage,03-1035
6700,Control Surface Damage,03-1038
6701,Control Surface Damage,03-1289
6702,Control Surface Damage,03-1382
6703,Control Surface Damage,03-1394
6704,Control Surface Damage,04-0004
6705,Control Surface Damage,04-0056
6706,Control Surface Damage,04-0089
6707,Control Surface Damage,04-0144
6708,Control Surface Damage,04-0148
6709,Control Surface Damage,04-0303
6710,Control Surface Damage,04-0318
6711,Control Surface Damage,04-0333
6712,Control Surface Damage,04-0358
6713,Control Surface Damage,04-0484
6714,Control Surface Damage,04-0487
6715,Control Surface Damage,04-0514
6716,Control Surface Damage,04-0614
6717,Control Surface Damage,04-0708
6718,Control Surface Damage,04-0727
6719,Control Surface Damage,04-0797
6720,Control Surface Damage,04-0816
6721,Control Surface Damage,04-0829
6722,Control Surface Damage,04-0836
6723,Control Surface Damage,04-0839
6724,Control Surface Damage,04-0852
6725,Control Surface Damage,05-0013
6726,Control Surface Damage,05-0026
6727,Control Surface Damage,05-0082
6728,Control Surface Damage,05-0099
6729,Control Surface Damage,05-0109
6730,Control Surface Damage,05-0337
6731,Control Surface Damage,05-0349
6732,Control Surface Damage,05-0432
6733,Control Surface Damage,05-0502
6734,Control Surface Damage,05-0513
6735,Control Surface Damage,05-0515
6736,Control Surface Damage,05-0585
6737,Control Surface Damage,05-0603
6738,Control Surface Damage,05-0661
6739,Control Surface Damage,05-0716
6740,Control Surface Damage,05-0836
6741,Control Surface Damage,05-0841
6742,Control Surface Damage,05-0862
6743,Control Surface Damage,05-0873
6744,Control Surface Damage,06-0002
6745,Control Surface Damage,06-0086
6746,Control Surface Damage,06-0153
6747,Control Surface Damage,06-0183
6748,Control Surface Damage,06-0299
6749,Control Surface Damage,06-0363
6750,Control Surface Damage,06-0371
6751,Control Surface Damage,06-0387
6752,Control Surface Damage,06-0416
6753,Control Surface Damage,06-0487
6754,Control Surface Damage,06-0496
6755,Control Surface Damage,06-0513
6756,Control Surface Damage,06-0539
6757,Control Surface Damage,06-0545
6758,Control Surface Damage,06-0575
6759,Control Surface Damage,06-0585
6760,Control Surface Damage,06-0641
6761,Control Surface Damage,06-0663
6762,Control Surface Damage,06-0744
6763,Control Surface Damage,06-0745
6764,Control Surface Damage,06-0846
6765,Control Surface Damage,06-0897
6766,Control Surface Damage,06-0964
6767,Control Surface Damage,06-0971
6768,Control Surface Damage,06-0974
6769,Control Surface Damage,06-0989
6770,Control Surface Damage,06-1001
6771,Control Surface Damage,06-1052
6772,Control Surface Damage,06-1094
6773,Control Surface Damage,06-1103
6774,Control Surface Damage,06-1227
6775,Control Surface Damage,06-1251
6776,Control Surface Damage,06-1261
6777,Control Surface Damage,07-0011
6778,Control Surface Damage,07-0038
6779,Control Surface Damage,07-0438
6780,Control Surface Damage,07-0457
6781,Control Surface Damage,07-0534
6782,Control Surface Damage,07-0545
6783,Control Surface Damage,07-0555
6784,Control Surface Damage,07-0561
6785,Control Surface Damage,07-0567
6786,Control Surface Damage,07-0598
6787,Control Surface Damage,07-0623
6788,Control Surface Damage,07-0644
6789,Control Surface Damage,07-0672
6790,Control Surface Damage,07-0689
6791,Control Surface Damage,07-0699
6792,Control Surface Damage,07-0788
6793,Control Surface Damage,07-0841
6794,Control Surface Damage,07-0849
6795,Control Surface Damage,07-0857
6796,Control Surface Damage,07-0901
6797,Control Surface Damage,07-0958
6798,Control Surface Damage,07-0988
6799,Control Surface Damage,07-0997
6800,Control Surface Damage,07-1051
6801,Control Surface Damage,07-1052
6802,Control Surface Damage,07-1065
6803,Control Surface Damage,07-1086
6804,Control Surface Damage,07-1092
6805,Control Surface Damage,07-1094
6806,Control Surface Damage,07-1095
6807,Control Surface Damage,07-1099
6808,Control Surface Damage,08-0037
6809,Control Surface Damage,08-0042
6810,Control Surface Damage,08-0212
6811,Control Surface Damage,08-0279
6812,Control Surface Damage,08-0306
6813,Control Surface Damage,08-0319
6814,Control Surface Damage,08-0339
6815,Control Surface Damage,08-0375
6816,Control Surface Damage,08-0411
6817,Control Surface Damage,08-0445
6818,Control Surface Damage,08-0456
6819,Control Surface Damage,08-0493
6820,Control Surface Damage,08-0561
6821,Control Surface Damage,08-0564
6822,Control Surface Damage,08-0595
6823,Control Surface Damage,08-0656
6824,Control Surface Damage,08-0658
6825,Control Surface Damage,08-0664
6826,Control Surface Damage,08-0681
6827,Control Surface Damage,08-0726
6828,Control Surface Damage,08-0779
6829,Control Surface Damage,08-0796
6830,Control Surface Damage,08-0829
6831,Control Surface Damage,08-0837
6832,Control Surface Damage,08-0854
6833,Control Surface Damage,08-0875
6834,Control Surface Damage,08-0899
6835,Control Surface Damage,08-0949
6836,Control Surface Damage,09-0043
6837,Control Surface Damage,09-0094
6838,Control Surface Damage,09-0183
6839,Control Surface Damage,09-0226
6840,Control Surface Damage,09-0304
6841,Control Surface Damage,09-0348
6842,Control Surface Damage,09-0368
6843,Control Surface Damage,09-0374
6844,Control Surface Damage,09-0377
6845,Control Surface Damage,09-0416
6846,Control Surface Damage,09-0421
6847,Control Surface Damage,09-0423
6848,Control Surface Damage,09-0447
6849,Control Surface Damage,09-0527
6850,Control Surface Damage,09-0543
6851,Control Surface Damage,09-0583
6852,Control Surface Damage,09-0585
6853,Control Surface Damage,09-0612
6854,Control Surface Damage,09-0625
6855,Control Surface Damage,09-0653
6856,Control Surface Damage,09-0655
6857,Control Surface Damage,09-0685
6858,Control Surface Damage,09-0709
6859,Control Surface Damage,09-0719
6860,Control Surface Damage,09-0727
6861,Control Surface Damage,09-0732
6862,Control Surface Damage,09-0742
6863,Control Surface Damage,09-0796
6864,Control Surface Damage,09-0804
6865,Control Surface Damage,10-0008
6866,Control Surface Damage,10-0019
6867,Control Surface Damage,10-0059
6868,Control Surface Damage,10-0061
6869,Control Surface Damage,10-0126
6870,Control Surface Damage,10-0141
6871,Control Surface Damage,10-0345
6872,Control Surface Damage,10-0347
6873,Control Surface Damage,10-0481
6874,Control Surface Damage,10-0484
6875,Control Surface Damage,10-0522
6876,Control Surface Damage,10-0524
6877,Control Surface Damage,10-0569
6878,Control Surface Damage,10-0574
6879,Control Surface Damage,10-0614
6880,Control Surface Damage,11-0038
6881,Control Surface Damage,11-0184
6882,Control Surface Damage,11-0223
6883,Control Surface Damage,11-0235
6884,Control Surface Damage,11-0243
6885,Control Surface Damage,11-0291
6886,Control Surface Damage,11-0298
6887,Control Surface Damage,11-0316
6888,Control Surface Damage,11-0322
6889,Control Surface Damage,11-0381
6890,Control Surface Damage,11-0536
6891,Control Surface Damage,11-0609
6892,Control Surface Damage,11-0812
6893,Control Surface Damage,11-0819
6894,Control Surface Damage,11-0845
6895,Control Surface Damage,11-0847
6896,Control Surface Damage,11-0853
6897,Control Surface Damage,11-0867
6898,Control Surface Damage,11-0951
6899,Control Surface Damage,11-0988
6900,Control Surface Damage,11-1009
6901,Control Surface Damage,12-0022
6902,Control Surface Damage,12-0056
6903,Control Surface Damage,12-0129
6904,Control Surface Damage,12-0185
6905,Control Surface Damage,12-0228
6906,Control Surface Damage,12-0245
6907,Control Surface Damage,12-0246
6908,Control Surface Damage,12-0277
6909,Control Surface Damage,12-0278
6910,Control Surface Damage,12-0295
6911,Control Surface Damage,12-0345
6912,Control Surface Damage,12-0368
6913,Control Surface Damage,12-0515
6914,Control Surface Damage,12-0519
6915,Control Surface Damage,12-0546
6916,Control Surface Damage,12-0564
6917,Control Surface Damage,12-0565
6918,Control Surface Damage,12-0607
6919,Control Surface Damage,12-0644
6920,Control Surface Damage,12-0666
6921,Control Surface Damage,12-0742
6922,Control Surface Damage,12-0747
6923,Control Surface Damage,12-0753
6924,Control Surface Damage,12-0755
6925,Control Surface Damage,12-0771
6926,Control Surface Damage,12-0806
6927,Control Surface Damage,12-0811
6928,Control Surface Damage,12-0869
6929,Control Surface Damage,12-0871
6930,Control Surface Damage,12-0888
6931,Control Surface Damage,12-0918
6932,Control Surface Damage,12-0927
6933,Control Surface Damage,12-0948
6934,Control Surface Damage,12-0961
6935,Control Surface Damage,12-0997
6936,Control Surface Damage,12-1016
6937,Control Surface Damage,12-1036
6938,Control Surface Damage,12-1098
6939,Control Surface Damage,13-0206
6940,Control Surface Damage,13-0274
6941,Control Surface Damage,13-0317
6942,Control Surface Damage,13-0358
6943,Control Surface Damage,13-0422
6944,Control Surface Damage,13-0423
6945,Control Surface Damage,13-0438
6946,Control Surface Damage,13-0444
6947,Control Surface Damage,13-0458
6948,Control Surface Damage,13-0526
6949,Control Surface Damage,13-0582
6950,Control Surface Damage,13-0599
6951,Control Surface Damage,13-0601
6952,Control Surface Damage,13-0619
6953,Control Surface Damage,13-0679
6954,Control Surface Damage,13-0731
6955,Control Surface Damage,13-0752
6956,Control Surface Damage,13-0757
6957,Control Surface Damage,13-0786
6958,Control Surface Damage,13-0814
6959,Control Surface Damage,13-0841
6960,Control Surface Damage,13-0862
6961,Control Surface Damage,13-0911
6962,Control Surface Damage,14-0265
6963,Control Surface Damage,14-0377
6964,Control Surface Damage,14-0661
6965,Control Surface Damage,14-0692
6966,Control Surface Damage,14-0743
6967,Control Surface Damage,14-0756
6968,Control Surface Damage,14-0777
6969,Control Surface Damage,14-0784
6970,Control Surface Damage,15-0034
6971,Control Surface Damage,15-0157
6972,Control Surface Damage,15-0199
6973,Control Surface Damage,15-0261
6974,Control Surface Damage,15-0316
6975,Control Surface Damage,15-0334
6976,Control Surface Damage,15-0336
6977,Control Surface Damage,15-0344
6978,Control Surface Damage,15-0351
6979,Control Surface Damage,15-0404
6980,Control Surface Damage,15-0411
6981,Control Surface Damage,15-0421
6982,Control Surface Damage,15-0474
6983,Control Surface Damage,15-0581
6984,Control Surface Damage,15-0584
6985,Control Surface Damage,15-0602
6986,Control Surface Damage,15-0605
6987,Control Surface Damage,15-0649
6988,Control Surface Damage,15-0664
6989,Control Surface Damage,15-0669
6990,Control Surface Damage,15-0675
6991,Control Surface Damage,15-0677
6992,Control Surface Damage,15-0694
6993,Control Surface Damage,15-0709
6994,Control Surface Damage,15-0761
6995,Control Surface Damage,15-0843
6996,Control Surface Damage,16-0133
6997,Control Surface Damage,16-0254
6998,Control Surface Damage,16-0256
6999,Control Surface Damage,16-0318
7000,Control Surface Damage,16-0389
7001,Control Surface Damage,16-0494
7002,Control Surface Damage,16-0497
7003,Control Surface Damage,16-0611
7004,Control Surface Damage,16-0632
7005,Control Surface Damage,16-0669
7006,Control Surface Damage,16-0681
7007,Control Surface Damage,16-0688
7008,Control Surface Damage,16-0698
7009,Control Surface Damage,16-0728
7010,Control Surface Damage,16-0738
7011,Control Surface Damage,16-0755
7012,Control Surface Damage,16-0779
7013,Control Surface Damage,16-0868
7014,Control Surface Damage,16-0888
7015,Control Surface Damage,16-0906
7016,Control Surface Damage,16-0929
7017,Control Surface Damage,16-0939
7018,Control Surface Damage,16-0986
7019,Control Surface Damage,17-0358
7020,Control Surface Damage,17-0405
7021,Control Surface Damage,17-0678
7022,Control Surface Damage,17-0746
7023,Control Surface Damage,17-0783
7024,Control Surface Damage,17-0801
7025,Control Surface Damage,17-0823
7026,Control Surface Damage,17-0848
7027,Control Surface Damage,17-0883
7028,Control Surface Damage,17-0899
7029,Control Surface Damage,17-0951
7030,Control Surface Damage,18-0006
7031,Control Surface Damage,18-0087
7032,Control Surface Damage,18-0158
7033,Control Surface Damage,18-0162
7034,Control Surface Damage,18-0248
7035,Control Surface Damage,18-0339
7036,Control Surface Damage,18-0512
7037,Control Surface Damage,18-0513
7038,Control Surface Damage,18-0575
7039,Control Surface Damage,18-0576
7040,Control Surface Damage,18-0602
7041,Control Surface Damage,18-0623
7042,Control Surface Damage,18-0642
7043,Control Surface Damage,18-0653
7044,Control Surface Damage,18-0705
7045,Control Surface Damage,18-0715
7046,Control Surface Damage,18-0737
7047,Control Surface Damage,18-0746
7048,Control Surface Damage,18-0783
7049,Control Surface Damage,18-0853
7050,Control Surface Damage,18-0866
7051,Control Surface Damage,18-0876
7052,Control Surface Damage,18-0897
7053,Control Surface Damage,18-0922
7054,Control Surface Damage,19-0038
7055,Control Surface Damage,19-0183
7056,Control Surface Damage,19-0228
7057,Control Surface Damage,19-0244
7058,Control Surface Damage,19-0286
7059,Control Surface Damage,19-0297
7060,Control Surface Damage,19-0315
7061,Control Surface Damage,19-0338
7062,Control Surface Damage,19-0365
7063,Control Surface Damage,19-0395
7064,Control Surface Damage,19-0421
7065,Control Surface Damage,19-0435
7066,Control Surface Damage,19-0447
7067,Control Surface Damage,19-0451
7068,Control Surface Damage,19-0452
7069,Control Surface Damage,19-0457
7070,Control Surface Damage,19-0473
7071,Control Surface Damage,19-0501
7072,Control Surface Damage,19-0511
7073,Control Surface Damage,19-0518
7074,Control Surface Damage,19-0519
7075,Control Surface Damage,20-0016
7076,Control Surface Damage,20-0204
7077,Control Surface Damage,20-0274
7078,Control Surface Damage,20-0576
7079,Control Surface Damage,20-0599
7080,Control Surface Damage,20-0646
7081,Control Surface Damage,20-0911
7082,Control Surface Damage,20-0964
7083,Control Surface Damage,20-1017
7084,Control Surface Damage,20-1023
7085,Control Surface Damage,20-1165
7086,Control Surface Damage,20-1235
7087,Control Surface Damage,20-1255
7088,Control Surface Damage,21-0019
7089,Control Surface Damage,21-0034
7090,Control Surface Damage,21-0106
7091,Control Surface Damage,21-0128
7092,Control Surface Damage,21-0138
7093,Control Surface Damage,21-0151
7094,Control Surface Damage,21-0154
7095,Helitorch Operations Failure,97-0013
7096,Helitorch Operations Failure,97-0153
7097,Helitorch Operations Failure,98-0018
7098,Helitorch Operations Failure,98-0019
7099,Helitorch Operations Failure,98-0055
7100,Helitorch Operations Failure,98-0069
7101,Helitorch Operations Failure,98-0456
7102,Helitorch Operations Failure,98-0546
7103,Helitorch Operations Failure,98-0547
7104,Helitorch Operations Failure,98-0593
7105,Helitorch Operations Failure,98-0602
7106,Helitorch Operations Failure,98-0603
7107,Helitorch Operations Failure,98-0659
7108,Helitorch Operations Failure,98-0691
7109,Helitorch Operations Failure,98-0746
7110,Helitorch Operations Failure,99-0013
7111,Helitorch Operations Failure,99-0648
7112,Helitorch Operations Failure,99-0024
7113,Helitorch Operations Failure,99-0033
7114,Helitorch Operations Failure,99-0036
7115,Helitorch Operations Failure,99-0047
7116,Helitorch Operations Failure,99-0049
7117,Helitorch Operations Failure,99-0061
7118,Helitorch Operations Failure,99-0064
7119,Helitorch Operations Failure,99-0108
7120,Helitorch Operations Failure,99-0214
7121,Helitorch Operations Failure,99-0395
7122,Helitorch Operations Failure,99-0565
7123,Helitorch Operations Failure,99-0709
7124,Helitorch Operations Failure,99-0855
7125,Helitorch Operations Failure,99-0982
7126,Helitorch Operations Failure,99-1013
7127,Helitorch Operations Failure,99-1016
7128,Helitorch Operations Failure,00-0089
7129,Helitorch Operations Failure,00-0105
7130,Helitorch Operations Failure,00-0106
7131,Helitorch Operations Failure,00-0116
7132,Helitorch Operations Failure,00-0143
7133,Helitorch Operations Failure,00-0657
7134,Helitorch Operations Failure,01-0009
7135,Helitorch Operations Failure,01-0036
